timestamp,open,high,low,close,volume,rsi
01-01-2024 00:00,10495.0,10519.3,10416.1,10461.3,5107,
02-01-2024 00:00,10488.5,10489.5,10108.05,10203.75,8834,
03-01-2024 00:00,10250.55,10250.55,10090.0,10110.75,4716,
04-01-2024 00:00,10186.85,10186.85,10002.75,10014.8,3002,
05-01-2024 00:00,10149.8,10149.8,9994.25,10014.5,5685,
08-01-2024 00:00,10115.85,10115.85,9924.4,9932.55,2793,
09-01-2024 00:00,9935.15,10017.6,9870.35,9894.1,3139,
10-01-2024 00:00,9900.0,9906.1,9730.2,9777.5,2894,
11-01-2024 00:00,9889.85,9940.0,9726.65,9903.65,6891,
12-01-2024 00:00,9999.8,9999.8,9793.55,9807.6,3406,
15-01-2024 00:00,9880.0,9990.75,9823.0,9952.7,2400,
16-01-2024 00:00,9988.85,10040.0,9877.9,9965.5,3136,
17-01-2024 00:00,9960.0,10043.2,9826.55,9850.75,4438,
18-01-2024 00:00,9866.85,9930.0,9771.4,9892.7,2944,
19-01-2024 00:00,9983.2,10132.55,9847.35,10094.5,16792,37.10629921259843
20-01-2024 00:00,10150.05,10161.7,9902.0,9996.8,5744,41.80428497881269
23-01-2024 00:00,10000.0,10081.0,9819.9,9833.7,4516,39.60529771507899
24-01-2024 00:00,9949.85,10029.0,9749.65,9993.5,5159,49.23737916219122
25-01-2024 00:00,9989.8,10047.9,9883.65,9984.05,4067,48.91687119837795
29-01-2024 00:00,9960.05,10297.65,9960.05,10275.4,13466,60.6142224698926
30-01-2024 00:00,10201.15,10321.35,9947.0,9958.5,7766,51.70055452865064
31-01-2024 00:00,9972.05,10184.85,9906.0,10167.95,2803,59.82832834092685
01-02-2024 00:00,10130.05,10226.3,9900.9,9921.5,4784,50.42365841501911
02-02-2024 00:00,10089.9,10163.35,9990.4,10095.55,8485,56.59030050580182
05-02-2024 00:00,10094.8,10120.25,9880.6,9917.3,1742,49.201911804490905
06-02-2024 00:00,10067.65,10075.0,9951.25,10055.5,7791,51.92045066575623
07-02-2024 00:00,10088.15,10282.0,10085.0,10225.05,10804,57.80442035029189
08-02-2024 00:00,10299.95,10299.95,9952.45,9997.6,5596,52.0301916005419
09-02-2024 00:00,10005.35,10041.8,9855.0,9946.8,6033,46.96402877697841
