timestamp,open,high,low,close,volume,RSI
01-01-2024 00:00,233.7,236.25,233.15,234.6,1154491,
02-01-2024 00:00,235.0,236.0,231.95,235.3,1251557,
03-01-2024 00:00,235.25,235.95,233.5,234.45,595136,
04-01-2024 00:00,238.9,243.25,236.8,241.35,1743993,
05-01-2024 00:00,244.65,248.2,241.5,243.65,1599104,
08-01-2024 00:00,247.0,247.0,240.3,242.5,2269360,
09-01-2024 00:00,243.15,244.65,241.4,242.15,1378586,
10-01-2024 00:00,241.0,242.45,239.5,240.35,2189963,
11-01-2024 00:00,243.0,253.5,241.1,251.5,2176228,
12-01-2024 00:00,255.0,259.2,253.7,255.2,2437313,
15-01-2024 00:00,258.0,269.6,257.25,266.8,7786413,
16-01-2024 00:00,250.1,257.95,246.5,248.9,9543648,
17-01-2024 00:00,247.5,247.5,242.2,242.6,5633445,
18-01-2024 00:00,243.55,247.9,239.05,243.3,3094015,
19-01-2024 00:00,246.25,249.0,245.45,246.3,2752985,58.55263157894738
20-01-2024 00:00,248.9,249.45,244.7,246.45,1685696,58.21665438467205
23-01-2024 00:00,246.6,248.1,240.0,240.4,2435082,54.07255304585902
24-01-2024 00:00,240.35,241.45,237.05,239.65,2347651,48.72944693572497
25-01-2024 00:00,240.65,242.65,239.0,239.9,1988335,47.10871241326137
29-01-2024 00:00,240.4,254.35,240.0,251.0,4269953,55.68181818181818
30-01-2024 00:00,253.5,253.9,247.0,247.8,2499384,53.6381197681906
31-01-2024 00:00,247.95,250.5,246.15,248.3,1809412,55.20628683693518
01-02-2024 00:00,251.8,254.5,249.2,252.3,3513897,50.57803468208093
02-02-2024 00:00,252.95,257.35,250.7,253.75,1457029,48.91710231516058
05-02-2024 00:00,256.0,295.7,255.55,289.05,10727785,62.272476558190846
06-02-2024 00:00,286.95,286.95,268.2,271.15,5006072,62.27247655819083
07-02-2024 00:00,273.3,275.5,267.5,268.55,4017679,64.92236917768835
08-02-2024 00:00,270.0,270.45,261.8,262.85,3265700,60.63077759651986
09-02-2024 00:00,264.5,276.1,258.5,272.85,4760404,63.41586659929259
12-02-2024 00:00,276.65,281.0,267.7,271.0,2549878,62.19572776949827
13-02-2024 00:00,271.3,275.35,263.75,272.7,1593918,66.77050882658358
14-02-2024 00:00,270.35,275.0,268.35,273.1,1433934,67.43095362167796
15-02-2024 00:00,275.0,278.95,272.9,274.0,2424200,67.65010351966873
16-02-2024 00:00,275.6,276.85,271.0,271.95,1042607,61.96459166190747
19-02-2024 00:00,273.95,277.05,270.0,273.9,1743412,65.12166859791424
20-02-2024 00:00,274.9,289.5,273.65,281.6,2953668,67.80748663101603
21-02-2024 00:00,284.4,294.7,283.45,289.95,3101612,69.23863055697495
22-02-2024 00:00,291.95,305.25,291.0,303.05,3876432,72.51141552511415
23-02-2024 00:00,306.0,347.0,305.7,333.9,24274173,71.34697762970012
26-02-2024 00:00,340.6,348.0,325.7,327.75,6676863,80.33226152197216
27-02-2024 00:00,329.95,338.75,316.8,318.4,3266798,74.91254372813592
28-02-2024 00:00,324.8,324.8,306.05,308.35,2629620,71.79118773946361
29-02-2024 00:00,312.2,321.95,308.1,310.2,5219187,69.4025974025974
01-03-2024 00:00,315.0,321.4,311.7,317.85,3379095,72.95443410093094
02-03-2024 00:00,319.55,329.5,318.55,328.2,827649,75.0677506775068
04-03-2024 00:00,330.8,331.5,320.55,322.6,1733073,71.35461604831754
05-03-2024 00:00,324.35,327.95,319.55,321.6,2116032,70.51724137931038
06-03-2024 00:00,322.8,333.95,321.5,326.35,3091495,72.9149115417018
07-03-2024 00:00,329.35,337.2,324.25,333.85,3826915,74.12474849094572
11-03-2024 00:00,337.0,359.9,332.5,355.75,6678572,76.77862044059229
12-03-2024 00:00,359.85,374.5,358.55,361.75,10904456,76.37766348273331
13-03-2024 00:00,365.1,367.2,324.5,328.2,5123831,58.03257745129352
14-03-2024 00:00,328.1,341.6,317.7,338.45,7401825,51.67340934166974
15-03-2024 00:00,341.0,348.75,336.65,344.7,5416930,56.229327453142226
18-03-2024 00:00,347.0,359.8,342.6,352.55,2762056,62.69044964697141
19-03-2024 00:00,353.9,357.85,346.75,353.3,3795780,67.9441117764471
20-03-2024 00:00,352.15,356.4,335.65,337.55,5469027,59.82752425440174
21-03-2024 00:00,344.5,348.0,337.4,338.8,2987405,57.89077212806026
22-03-2024 00:00,338.2,346.2,337.1,344.55,2487048,56.37924307452206
26-03-2024 00:00,346.25,352.4,343.6,346.3,1287785,59.53338696701528
27-03-2024 00:00,348.0,355.5,347.5,350.45,3635037,61.31816398587681
28-03-2024 00:00,354.95,357.5,350.5,353.8,1090347,60.88853629512097
01-04-2024 00:00,357.0,364.15,355.55,356.85,2935390,59.45723684210526
02-04-2024 00:00,359.15,362.75,356.0,357.15,1318637,50.69999999999998
03-04-2024 00:00,356.5,359.75,353.15,357.15,2289362,47.55319148936169
04-04-2024 00:00,359.5,367.95,358.0,361.35,3973914,75.63805104408354
05-04-2024 00:00,361.45,374.8,359.35,373.05,5849814,76.17246596066566
08-04-2024 00:00,376.3,378.7,367.6,369.25,1747113,69.28515318146111
09-04-2024 00:00,371.1,374.7,365.5,367.65,2585520,63.15331010452958
10-04-2024 00:00,370.95,372.35,367.65,370.3,953033,64.33389544688026
12-04-2024 00:00,370.45,378.7,368.25,372.35,1861368,88.15789473684205
15-04-2024 00:00,362.5,363.0,351.0,354.4,6631029,62.52006420545741
16-04-2024 00:00,365.0,371.75,359.9,361.85,4948026,63.51562499999997
18-04-2024 00:00,369.85,384.35,367.65,378.2,8017202,70.2926208651399
19-04-2024 00:00,378.9,378.9,368.8,370.0,2419477,61.826981246218985
22-04-2024 00:00,377.8,385.0,375.5,382.75,2598500,65.72514937533947
23-04-2024 00:00,387.85,394.7,385.15,387.95,3992632,66.50743099787682
24-04-2024 00:00,390.5,391.8,379.35,381.9,3130931,62.38119059529763
25-04-2024 00:00,382.55,387.0,380.5,382.3,1904904,62.53114100647733
26-04-2024 00:00,384.8,384.9,380.5,381.75,1604657,60.5480868665977
29-04-2024 00:00,383.95,384.8,378.0,380.4,1826157,54.25593514765486
30-04-2024 00:00,381.7,383.85,375.5,377.4,952853,54.7632963179427
02-05-2024 00:00,377.4,381.3,372.5,379.65,2502116,56.960556844547554
03-05-2024 00:00,380.15,385.75,374.1,375.95,2567930,53.23782234957019
06-05-2024 00:00,378.55,379.0,367.75,370.35,2231020,48.89867841409691
07-05-2024 00:00,370.5,370.5,353.7,356.3,4269411,51.0932105868815
08-05-2024 00:00,355.5,363.6,352.3,355.25,2572828,45.9006211180124
09-05-2024 00:00,357.0,359.3,344.1,345.4,3296425,27.837837837837853
10-05-2024 00:00,346.0,349.0,337.1,348.0,3605675,33.91812865497077
13-05-2024 00:00,348.0,348.05,335.05,341.4,3187697,16.787148594377555
14-05-2024 00:00,343.45,353.75,342.25,352.5,2613040,23.991195891416055
15-05-2024 00:00,354.35,358.6,351.45,353.85,2020857,27.895981087470545
16-05-2024 00:00,356.75,358.95,352.3,354.9,1642946,28.627145085803434
17-05-2024 00:00,356.8,358.0,355.3,357.15,476222,31.306990881458972
18-05-2024 00:00,358.0,363.6,357.3,362.25,222065,36.95183321351549
21-05-2024 00:00,362.2,362.2,355.6,357.75,1687852,36.17171006333571
22-05-2024 00:00,358.9,360.7,355.2,357.5,1489388,33.96089790007245
23-05-2024 00:00,357.9,376.0,357.5,367.85,1808204,44.64993394980188
24-05-2024 00:00,368.05,370.8,364.4,365.35,2157782,46.55647382920111
27-05-2024 00:00,368.45,368.75,359.5,360.1,956482,52.978056426332294
28-05-2024 00:00,361.0,363.7,355.3,356.85,1516808,51.212121212121225
29-05-2024 00:00,354.75,356.0,348.3,349.4,2063713,53.1446540880503
30-05-2024 00:00,347.45,351.55,346.6,347.8,1509292,49.84025559105432
31-05-2024 00:00,354.95,358.0,342.2,344.4,3472671,52.52525252525252
03-06-2024 00:00,364.0,367.3,354.0,356.1,3690322,53.00000000000002
04-06-2024 00:00,359.95,359.95,307.05,332.8,10946544,37.156802928615015
05-06-2024 00:00,338.1,347.9,327.15,345.0,1923867,44.68313641245974
06-06-2024 00:00,351.9,352.8,348.1,349.35,975334,45.90336134453784
07-06-2024 00:00,350.0,355.2,347.05,353.15,1313564,45.15441959531416
10-06-2024 00:00,356.75,357.4,349.0,350.35,1935844,45.986984815618236
11-06-2024 00:00,351.45,354.25,349.5,350.25,1441026,46.06192286800652
12-06-2024 00:00,352.4,363.5,351.5,360.9,2794862,46.237141310232786
13-06-2024 00:00,365.0,366.45,358.3,360.8,1122769,47.47081712062256
14-06-2024 00:00,362.0,362.8,356.1,357.05,1570554,48.27586206896551
18-06-2024 00:00,358.05,364.9,357.4,363.1,2865948,53.424657534246585
19-06-2024 00:00,363.55,366.0,357.0,358.25,873964,54.99153976311339
20-06-2024 00:00,358.5,368.3,358.05,364.45,1929644,58.927613941018755
21-06-2024 00:00,365.9,366.75,359.3,360.6,867544,58.64461045891145
24-06-2024 00:00,356.6,356.6,352.2,355.3,952484,49.541809851088196
25-06-2024 00:00,356.05,362.55,356.05,358.9,614135,69.30473372781067
26-06-2024 00:00,359.0,359.65,353.2,356.3,832030,59.741379310344875
27-06-2024 00:00,356.3,358.3,348.2,353.45,1927503,53.628318584070776
28-06-2024 00:00,357.0,362.0,355.45,358.1,987833,54.3156059285092
01-07-2024 00:00,358.1,358.5,352.05,352.9,1040634,52.13389121338908
02-07-2024 00:00,350.9,355.35,349.85,351.0,2227892,50.60926076360682
03-07-2024 00:00,352.6,356.2,349.65,351.25,2680936,40.56695992179865
04-07-2024 00:00,352.0,356.8,350.35,350.85,894445,40.330417881438294
05-07-2024 00:00,350.85,354.6,349.25,352.5,1931925,45.390070921985796
08-07-2024 00:00,352.6,353.75,347.5,348.35,640928,34.45732349841937
09-07-2024 00:00,348.4,353.5,348.4,349.95,1314722,40.61085972850675
10-07-2024 00:00,350.0,351.1,344.0,347.9,1515419,29.33832709113601
11-07-2024 00:00,349.1,351.15,347.0,348.05,485167,32.737276478679476
12-07-2024 00:00,353.55,356.5,350.0,350.35,2141595,42.57871064467766
15-07-2024 00:00,354.5,356.5,351.75,355.25,1881229,44.733044733044764
16-07-2024 00:00,350.55,350.55,343.1,344.25,1291832,36.004645760743315
18-07-2024 00:00,345.05,346.0,335.9,336.65,2946309,32.42677824267781
19-07-2024 00:00,337.45,342.0,332.0,338.7,794015,28.539823008849524
22-07-2024 00:00,339.0,343.1,334.4,341.05,1036681,36.00944510035422
23-07-2024 00:00,342.25,342.3,326.0,334.95,2363717,32.760472610096656
24-07-2024 00:00,335.0,338.95,334.4,334.8,1481790,32.29278794402585
25-07-2024 00:00,332.75,333.55,329.0,329.4,1745008,29.154518950437293
26-07-2024 00:00,329.45,336.5,329.45,331.9,1845290,30.30592734225621
29-07-2024 00:00,334.05,335.15,329.75,330.2,1865814,31.79538615847541
30-07-2024 00:00,330.95,331.7,329.0,329.4,1135549,29.051987767584137
31-07-2024 00:00,329.4,331.2,327.5,328.6,1314743,29.811715481171618
01-08-2024 00:00,328.65,332.9,328.5,328.75,1408005,29.811715481171532
02-08-2024 00:00,325.25,328.2,324.4,326.35,1274144,24.94780793319414
05-08-2024 00:00,310.55,322.0,310.55,317.0,3900964,13.46704871060173
06-08-2024 00:00,317.0,322.0,310.0,311.55,984950,15.064102564102583
07-08-2024 00:00,316.0,337.3,313.35,330.15,2255318,44.377162629757784
08-08-2024 00:00,330.35,330.7,324.05,326.45,1375496,39.69722455845247
09-08-2024 00:00,330.55,330.55,324.6,325.6,1427712,36.669542709232076
12-08-2024 00:00,324.15,330.75,322.45,329.1,1753028,44.71544715447156
13-08-2024 00:00,329.95,336.55,322.0,323.35,1046230,40.60705496308449
14-08-2024 00:00,326.0,326.3,319.1,320.05,1446333,42.056074766355145
16-08-2024 00:00,324.0,329.5,319.55,327.9,1788988,46.8847352024922
19-08-2024 00:00,332.3,334.5,328.85,331.5,1141954,50.98335854765508
20-08-2024 00:00,332.85,337.9,331.7,333.35,2168597,52.941176470588275
21-08-2024 00:00,336.0,337.0,330.0,331.1,865370,51.82215743440233
22-08-2024 00:00,332.0,334.0,328.9,329.6,1379828,50.607576840600444
23-08-2024 00:00,329.65,333.7,326.8,327.2,976912,50.6075768406004
26-08-2024 00:00,333.2,334.2,321.8,323.2,2466721,54.79876160990712
27-08-2024 00:00,324.5,326.55,321.9,323.6,1275241,60.117548278757354
28-08-2024 00:00,327.0,330.0,321.1,322.35,2273889,40.75829383886262
29-08-2024 00:00,324.1,333.0,324.0,325.7,3847189,49.10394265232975
30-08-2024 00:00,328.15,331.6,320.5,321.75,3000267,45.71746384872078
02-09-2024 00:00,324.25,349.2,323.2,344.65,6608978,62.08236208236204
03-09-2024 00:00,350.2,354.8,342.65,350.45,3651585,71.04037267080741
04-09-2024 00:00,345.0,350.0,342.85,347.2,2332272,71.09557109557107
05-09-2024 00:00,348.95,350.2,344.0,345.35,2413138,64.95287060839763
06-09-2024 00:00,345.35,345.95,336.0,336.9,2329001,54.27215189873415
09-09-2024 00:00,337.0,345.8,329.35,341.15,2352927,55.945121951219484
10-09-2024 00:00,343.4,359.85,340.85,351.25,2912765,63.716814159292014
11-09-2024 00:00,352.05,355.35,343.1,344.3,932300,59.31558935361216
12-09-2024 00:00,346.65,351.45,342.45,349.6,1969415,63.69193154034232
13-09-2024 00:00,350.6,354.3,346.9,351.95,932220,67.93512164691205
16-09-2024 00:00,352.0,354.15,347.5,348.9,1485843,65.27777777777777
17-09-2024 00:00,348.8,355.05,344.05,351.65,1862029,67.37841043890865
18-09-2024 00:00,350.25,353.5,345.0,346.75,1611456,62.25975538730345
19-09-2024 00:00,349.0,350.5,338.5,346.2,1157346,64.82716798059428
20-09-2024 00:00,348.0,355.7,348.0,354.3,1529021,57.13229859571325
23-09-2024 00:00,354.3,361.1,352.1,354.05,2508568,52.898550724637694
24-09-2024 00:00,354.4,355.85,349.15,352.2,844660,54.118616144975284
25-09-2024 00:00,351.25,354.9,349.1,352.45,576581,56.00676818950927
26-09-2024 00:00,352.6,353.55,349.0,349.85,374854,62.15962441314558
27-09-2024 00:00,350.0,363.0,349.15,358.8,5682166,65.22864538395172
30-09-2024 00:00,357.85,358.0,349.8,350.7,1392642,49.50848972296692
01-10-2024 00:00,352.0,353.0,346.4,350.9,1830248,56.7073170731707
03-10-2024 00:00,343.9,350.0,339.15,345.5,1482433,45.841784989857985
04-10-2024 00:00,344.5,345.05,336.35,338.75,1140778,37.709497206703915
